3124 Cancellations by cause
textbox1,,,,,,,,,,,,,
"Table 3124 - Train planned and cancellations by operator and cause, periodic data, April 2019 to March 2025",,,,,,,,,,,,,
,,,,,,,,,,,,,
Textbox22,Textbox24,financial_period_key,National_or_Operator,Trains_planned,Trains_part_cancelled1,Trains_full_cancelled,Cancellation_score__number_,NR_Responsible_infrastructure,NR_responsible_external_Event,TOC_responsible_TOC_fault,TOC_responsible_external_event,Percent_cancelled_periodic,Percent_cancelled_periodic__MAA_
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Heathrow Express,"3,989",0,89,89,69,4,16,0,2.2,3.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Heathrow Express,"4,150",7,172,176,136,0,38,0,4.2,3.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Heathrow Express,"3,688",6,362,365,97,1,263,4,9.9,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Heathrow Express,"4,220",1,232,233,105,26,90,12,5.5,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Heathrow Express,"4,008",3,142,144,86,0,56,1,3.6,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Heathrow Express,"4,048",3,97,99,37,46,16,0,2.4,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Heathrow Express,"4,061",4,152,154,73,23,53,5,3.8,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Heathrow Express,"3,752",3,70,72,16,4,50,2,1.9,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Heathrow Express,"4,008",22,144,155,68,70,17,0,3.9,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Heathrow Express,"4,081",1,78,79,58,0,19,2,1.9,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Heathrow Express,"4,195",3,337,339,125,157,56,2,8.1,4.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Heathrow Express,"4,204",9,195,200,135,25,40,0,4.7,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Heathrow Express,"4,119",0,116,116,18,69,29,0,2.8,4.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Heathrow Express,"4,012",12,179,185,86,4,91,4,4.6,4.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Heathrow Express,"4,002",8,113,117,35,7,59,16,2.9,4.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Heathrow Express,"3,649",1,226,227,186,0,37,4,6.2,4.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Heathrow Express,"4,115",3,57,59,14,13,32,0,1.4,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Heathrow Express,"4,122",2,108,109,61,33,16,0,2.6,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Heathrow Express,"4,088",3,123,125,87,4,33,0,3.0,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Heathrow Express,"4,444",4,184,186,65,93,28,0,4.2,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 01),Hull Trains,353,1,7,8,3,0,5,0,2.1,6.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 02),Hull Trains,354,8,8,12,4,0,8,0,3.4,5.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 03),Hull Trains,341,13,16,23,1,3,14,0,6.6,5.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 04),Hull Trains,344,5,16,19,11,2,5,0,5.4,5.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 05),Hull Trains,333,10,33,38,8,3,25,0,11.4,5.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 06),Hull Trains,348,3,6,8,1,0,7,0,2.2,6.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 07),Hull Trains,368,11,3,9,1,5,3,0,2.3,5.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 08),Hull Trains,355,18,21,30,2,10,19,0,8.5,5.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 09),Hull Trains,367,2,2,3,1,1,1,0,0.8,4.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 10),Hull Trains,333,4,0,2,1,0,1,0,0.6,4.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 11),Hull Trains,337,2,3,4,1,0,3,1,1.2,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 12),Hull Trains,357,8,1,5,2,1,1,2,1.4,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 13),Hull Trains,278,7,2,6,1,4,1,0,2.0,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 01),Hull Trains,0,0,0,0,0,0,0,0,0.0,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 02),Hull Trains,0,0,0,0,0,0,0,0,0.0,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 03),Hull Trains,0,0,0,0,0,0,0,0,0.0,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 04),Hull Trains,0,0,0,0,0,0,0,0,0.0,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 05),Hull Trains,8,0,3,3,1,2,0,0,37.5,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 06),Hull Trains,114,0,4,4,2,0,2,0,3.5,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 07),Hull Trains,129,2,0,1,0,1,0,0,0.8,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 08),Hull Trains,82,0,0,0,0,0,0,0,0.0,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 09),Hull Trains,48,2,2,3,2,1,0,0,6.3,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 10),Hull Trains,125,1,3,4,0,3,0,0,2.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 11),Hull Trains,0,0,0,0,0,0,0,0,0.0,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 12),Hull Trains,0,0,0,0,0,0,0,0,0.0,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 13),Hull Trains,0,0,0,0,0,0,0,0,0.0,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 01),Hull Trains,77,0,0,0,0,0,0,0,0.0,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 02),Hull Trains,195,2,7,8,2,0,6,0,4.1,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 03),Hull Trains,289,1,3,4,1,1,2,0,1.2,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 04),Hull Trains,321,8,8,12,8,1,3,0,3.7,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 05),Hull Trains,324,3,2,4,1,0,2,0,1.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 06),Hull Trains,320,4,8,10,1,7,2,0,3.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 07),Hull Trains,323,1,3,4,2,1,1,0,1.1,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 08),Hull Trains,323,3,4,6,5,0,1,0,1.7,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 09),Hull Trains,309,8,2,6,1,1,4,0,1.9,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 10),Hull Trains,306,3,7,9,2,0,7,0,2.8,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 11),Hull Trains,254,3,3,5,0,1,4,0,1.8,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 12),Hull Trains,354,5,3,6,2,3,1,0,1.6,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 13),Hull Trains,325,1,6,7,0,0,6,0,2.0,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),Hull Trains,375,1,4,5,0,0,5,0,1.2,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),Hull Trains,363,10,1,6,5,1,1,0,1.7,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),Hull Trains,356,5,5,8,2,1,5,0,2.1,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),Hull Trains,313,8,13,17,5,6,7,0,5.4,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),Hull Trains,322,8,22,26,7,2,17,0,8.1,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),Hull Trains,366,4,7,9,6,0,2,0,2.5,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),Hull Trains,352,2,9,10,3,4,3,0,2.8,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),Hull Trains,358,12,3,9,3,4,1,1,2.5,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),Hull Trains,361,4,17,19,3,13,2,1,5.3,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),Hull Trains,275,2,1,2,0,0,1,0,0.7,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),Hull Trains,368,4,1,3,1,1,1,0,0.8,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),Hull Trains,360,15,1,9,5,0,1,0,2.4,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),Hull Trains,364,5,2,5,1,1,3,0,1.2,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Hull Trains,384,1,2,3,0,3,0,0,0.7,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Hull Trains,358,17,3,12,7,1,4,0,3.2,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Hull Trains,366,1,5,6,0,2,3,0,1.5,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Hull Trains,358,2,0,1,1,0,0,0,0.3,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Hull Trains,378,7,2,6,5,0,0,0,1.5,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Hull Trains,365,3,2,4,0,3,0,0,1.0,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Hull Trains,376,7,1,5,2,0,3,0,1.2,1.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Hull Trains,375,9,17,22,10,9,2,0,5.7,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Hull Trains,368,6,5,8,5,1,2,0,2.2,1.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Hull Trains,327,8,21,25,16,3,5,0,7.6,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Hull Trains,352,8,5,9,4,5,1,0,2.6,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Hull Trains,322,5,2,5,3,0,2,0,1.4,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Hull Trains,388,3,5,7,1,4,1,0,1.7,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Hull Trains,361,1,0,1,0,0,0,0,0.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Hull Trains,365,9,4,9,3,1,5,0,2.3,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Hull Trains,375,2,1,2,1,0,1,0,0.5,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Hull Trains,375,14,1,8,4,1,2,0,2.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Hull Trains,374,16,5,13,6,6,1,0,3.5,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Hull Trains,366,5,0,3,0,2,0,0,0.7,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Hull Trains,360,9,7,12,0,9,2,1,3.2,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Hull Trains,359,25,0,13,10,1,1,1,3.5,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Hull Trains,351,18,6,15,12,1,2,0,4.3,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Hull Trains,338,6,0,3,0,2,1,0,0.9,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Hull Trains,352,7,0,4,2,1,0,0,1.0,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Hull Trains,365,8,4,8,5,3,0,1,2.2,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Hull Trains,388,0,2,2,0,2,0,0,0.5,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 01),London North Eastern Railway,"3,984",42,66,87,31,25,30,1,2.2,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 02),London North Eastern Railway,"4,112",24,60,72,45,3,22,1,1.8,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 03),London North Eastern Railway,"4,052",80,86,126,22,46,53,5,3.1,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 04),London North Eastern Railway,"4,086",72,141,177,123,7,45,2,4.3,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 05),London North Eastern Railway,"4,067",82,166,207,91,13,99,4,5.1,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 06),London North Eastern Railway,"4,009",33,37,54,8,11,32,3,1.3,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 07),London North Eastern Railway,"4,193",47,66,90,13,27,47,3,2.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 08),London North Eastern Railway,"4,021",99,188,238,10,132,95,1,5.9,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 09),London North Eastern Railway,"4,026",69,82,117,42,11,60,1,2.9,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 10),London North Eastern Railway,"3,801",68,75,109,15,40,49,4,2.9,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 11),London North Eastern Railway,"4,024",68,48,82,22,13,47,0,2.0,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 12),London North Eastern Railway,"4,125",104,75,127,31,16,75,5,3.1,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 13),London North Eastern Railway,"4,152",106,69,122,23,19,64,15,2.9,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 01),London North Eastern Railway,"2,002",1,1,2,0,0,1,0,0.1,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 02),London North Eastern Railway,"2,228",17,11,20,2,8,10,0,0.9,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 03),London North Eastern Railway,"2,850",11,4,10,2,1,7,0,0.3,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 04),London North Eastern Railway,"3,171",13,10,17,5,1,11,0,0.5,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 05),London North Eastern Railway,"3,282",39,75,95,18,54,19,2,2.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 06),London North Eastern Railway,"3,389",53,68,95,66,12,16,0,2.8,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 07),London North Eastern Railway,"3,469",65,40,73,11,38,12,11,2.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 08),London North Eastern Railway,"3,480",30,39,54,28,12,13,0,1.6,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 09),London North Eastern Railway,"3,149",65,92,125,51,63,6,5,4.0,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 10),London North Eastern Railway,"3,337",46,88,111,26,67,17,2,3.3,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 11),London North Eastern Railway,"3,371",75,117,155,29,84,39,3,4.6,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 12),London North Eastern Railway,"2,801",45,73,96,13,23,57,3,3.4,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 13),London North Eastern Railway,"3,218",51,72,98,31,52,13,2,3.0,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 01),London North Eastern Railway,"4,118",68,35,69,41,17,11,0,1.7,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 02),London North Eastern Railway,"3,656",49,163,188,50,6,126,5,5.1,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 03),London North Eastern Railway,"3,683",51,64,90,20,34,35,0,2.4,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 04),London North Eastern Railway,"3,924",53,83,110,42,32,35,0,2.8,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 05),London North Eastern Railway,"3,984",43,42,64,9,21,32,1,1.6,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 06),London North Eastern Railway,"3,994",68,129,163,21,73,67,3,4.1,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 07),London North Eastern Railway,"3,797",21,48,59,13,15,28,3,1.5,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 08),London North Eastern Railway,"4,053",80,117,157,84,29,41,2,3.9,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 09),London North Eastern Railway,"3,841",125,80,143,17,90,34,2,3.7,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 10),London North Eastern Railway,"3,746",41,80,101,12,20,68,0,2.7,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 11),London North Eastern Railway,"3,831",59,80,110,9,77,23,1,2.9,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 12),London North Eastern Railway,"4,112",94,162,209,9,136,63,0,5.1,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 13),London North Eastern Railway,"3,931",35,79,97,8,16,71,2,2.5,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),London North Eastern Railway,"4,566",39,31,51,21,8,21,0,1.1,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),London North Eastern Railway,"4,362",41,93,114,21,74,16,2,2.6,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),London North Eastern Railway,"3,981",49,40,65,18,33,12,1,1.6,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),London North Eastern Railway,"4,218",120,257,317,32,241,42,2,7.5,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),London North Eastern Railway,"3,745",141,341,412,151,35,226,0,11.0,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),London North Eastern Railway,"4,233",84,97,139,62,16,61,1,3.3,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),London North Eastern Railway,"3,772",69,79,114,12,54,46,2,3.0,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),London North Eastern Railway,"4,035",97,118,167,31,48,78,10,4.1,3.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),London North Eastern Railway,"4,051",150,178,253,30,110,110,3,6.2,4.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),London North Eastern Railway,"2,655",120,211,271,37,25,206,2,10.2,4.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),London North Eastern Railway,"3,991",81,93,134,55,18,60,2,3.3,4.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),London North Eastern Railway,"4,105",74,66,103,46,36,20,1,2.5,4.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),London North Eastern Railway,"3,885",88,99,143,43,29,64,8,3.7,4.4
