textbox22,textbox24,financial_period_key,national_or_operator,trains_planned,trains_part_cancelled1,trains_full_cancelled,cancellation_score__number_,nr_responsible_infrastructure,nr_responsible_external_event,toc_responsible_toc_fault,toc_responsible_external_event,percent_cancelled_periodic,percent_cancelled_periodic__maa_
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Avanti West Coast,"6,576",101,113,164,20,49,90,4,2.5,8.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Avanti West Coast,"6,301",130,97,162,35,26,98,3,2.6,8.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Avanti West Coast,"6,090",157,276,355,68,132,133,20,5.8,8.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Avanti West Coast,"5,873",85,81,124,29,27,60,7,2.1,6.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Avanti West Coast,"6,215",101,232,283,15,87,168,12,4.5,6.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Avanti West Coast,"5,622",161,101,182,42,44,92,2,3.2,5.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Avanti West Coast,"6,215",231,296,412,139,35,230,4,6.6,5.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Avanti West Coast,"6,680",338,473,642,89,178,349,22,9.6,6.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Avanti West Coast,"6,635",266,626,759,141,28,581,7,11.4,6.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Avanti West Coast,"5,905",305,832,985,65,299,610,10,16.7,6.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Avanti West Coast,"6,413",224,406,518,97,111,289,21,8.1,6.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Avanti West Coast,"6,923",240,512,632,61,93,468,9,9.1,6.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Avanti West Coast,"6,773",189,351,446,96,21,324,5,6.6,6.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Avanti West Coast,"6,334",156,401,479,286,52,139,2,7.6,7.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Avanti West Coast,"6,243",251,240,366,118,101,140,7,5.9,7.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Avanti West Coast,"6,920",260,573,703,162,186,346,9,10.2,7.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Avanti West Coast,"7,078",185,357,450,122,28,295,3,6.4,8.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Avanti West Coast,"7,032",203,303,405,74,45,278,8,5.8,8.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Avanti West Coast,"6,639",192,237,333,117,63,147,6,5.0,8.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Avanti West Coast,"6,637",246,271,394,79,174,135,5,5.9,8.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Avanti West Coast,"6,915",141,225,296,47,56,185,7,4.3,7.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Avanti West Coast,"7,093",222,497,608,148,161,267,32,8.6,7.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Avanti West Coast,"5,668",216,385,493,117,94,272,10,8.7,7.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Avanti West Coast,"7,180",268,387,521,101,129,271,21,7.3,7.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Avanti West Coast,"7,124",158,222,301,114,63,117,7,4.2,6.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Avanti West Coast,"7,799",135,165,233,74,74,83,1,3.0,6.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),c2c,"8,496",101,88,139,25,68,40,5,1.6,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),c2c,"7,970",64,61,93,24,9,52,9,1.2,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),c2c,"7,593",176,110,198,27,55,116,0,2.6,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),c2c,"8,195",155,122,200,31,81,82,5,2.4,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),c2c,"7,900",201,137,238,63,112,48,14,3.0,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),c2c,"8,323",76,49,87,23,6,50,8,1.0,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),c2c,"7,667",68,69,103,75,0,23,5,1.3,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),c2c,"7,871",148,97,171,97,45,27,3,2.2,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),c2c,"8,281",191,112,208,39,115,44,10,2.5,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),c2c,"5,318",204,45,147,99,6,42,0,2.8,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),c2c,"8,453",70,22,57,21,6,21,10,0.7,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),c2c,"8,269",128,89,153,26,107,19,2,1.9,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),c2c,"8,011",152,91,167,7,112,35,14,2.1,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),c2c,"8,375",89,43,88,38,24,24,2,1.0,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),c2c,"8,243",180,67,157,23,63,61,10,1.9,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),c2c,"8,255",96,69,117,61,23,28,5,1.4,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),c2c,"8,581",107,38,92,26,16,44,6,1.1,1.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),c2c,"8,595",19,42,52,3,2,39,8,0.6,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),c2c,"7,896",132,114,180,9,86,65,20,2.3,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),c2c,"7,699",81,66,107,6,45,45,10,1.4,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),c2c,"8,170",67,47,81,12,5,48,16,1.0,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),c2c,"7,710",66,59,92,19,24,42,7,1.2,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),c2c,"7,711",196,67,165,16,17,109,23,2.1,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),c2c,"7,964",122,108,169,100,13,46,10,2.1,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),c2c,"8,412",41,63,84,5,35,37,7,1.0,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),c2c,"8,628",95,69,117,47,26,31,14,1.4,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),c2c,"7,622",198,108,207,12,149,40,6,2.7,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),c2c,"7,886",43,25,47,20,0,20,6,0.6,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),c2c,"9,086",98,92,141,30,13,95,4,1.6,1.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),c2c,"9,332",135,158,226,115,17,84,11,2.4,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),c2c,"9,250",69,96,131,2,35,89,4,1.4,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),c2c,"9,159",61,37,68,15,1,41,10,0.7,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),c2c,"9,347",105,87,140,31,43,52,13,1.5,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),c2c,"9,257",160,68,148,23,55,59,11,1.6,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),c2c,"8,912",79,53,93,16,12,59,5,1.0,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),c2c,"8,140",113,89,146,67,7,57,14,1.8,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),c2c,"9,200",139,106,176,23,50,62,40,1.9,1.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),c2c,"9,120",98,159,208,33,116,48,11,2.3,1.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),c2c,"9,721",181,138,229,136,19,49,25,2.4,1.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),Caledonian Sleeper,165,4,3,5,1,1,3,0,3.0,5.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),Caledonian Sleeper,163,0,0,0,0,0,0,0,0.0,5.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),Caledonian Sleeper,129,8,1,5,2,1,2,0,3.9,5.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),Caledonian Sleeper,168,5,13,16,6,8,2,0,9.2,5.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),Caledonian Sleeper,133,2,0,1,0,0,1,0,0.8,4.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),Caledonian Sleeper,165,3,2,4,0,0,3,0,2.1,4.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),Caledonian Sleeper,164,5,0,3,0,1,1,0,1.5,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),Caledonian Sleeper,158,3,1,3,0,0,2,0,1.6,3.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),Caledonian Sleeper,167,1,1,2,0,1,1,0,0.9,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),Caledonian Sleeper,91,2,6,7,0,6,1,0,7.7,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),Caledonian Sleeper,166,3,1,3,0,2,1,0,1.5,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),Caledonian Sleeper,165,5,1,4,0,0,3,0,2.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),Caledonian Sleeper,141,2,2,3,1,0,3,0,2.1,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Caledonian Sleeper,143,6,0,3,0,1,1,0,2.1,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Caledonian Sleeper,143,6,4,7,4,0,2,0,4.9,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Caledonian Sleeper,161,0,5,5,0,4,1,0,3.1,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Caledonian Sleeper,168,0,1,1,0,0,1,0,0.6,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Caledonian Sleeper,168,1,0,1,0,0,1,0,0.3,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Caledonian Sleeper,168,2,2,3,0,0,3,0,1.8,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Caledonian Sleeper,163,2,6,7,2,5,0,0,4.3,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Caledonian Sleeper,164,0,13,13,2,3,5,3,7.9,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Caledonian Sleeper,168,4,3,5,1,0,4,0,3.0,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Caledonian Sleeper,130,0,5,5,0,4,1,0,3.8,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Caledonian Sleeper,156,5,7,10,2,6,2,0,6.1,3.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Caledonian Sleeper,166,3,0,2,0,0,1,0,0.9,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Caledonian Sleeper,162,1,0,1,0,0,1,0,0.3,3.0
